GA ID,Project Title,Agency,Approval Date,Publish Date,Category,Grant Term,Value (AUD),Ad hoc/One-off,Aggregate Grant Award,PBS Program Name,Grant Program,Grant Activity,Purpose,Internal Reference ID,Confidentiality - Contract,Confidentiality - Outputs,Recipient Name,Recipient ABN,Grant Recipient Suburb,Grant Recipient Town/City,Grant Recipient Postcode,Grant Recipient State/Territory,Grant Recipient Country,Grant Delivery State/Territory,Grant Delivery Postcode,Grant Delivery Country,Variations,Selection Process,GO ID,GO Title,Confidentiality Reason(s) - Contract,Variation 0 Grant Term Commencement,Variation 0 Grant Term Termination,Variation 0 Grant Value (AUD),Variation 1 Grant Term Commencement,Variation 1 Grant Term Termination,Variation 1 Grant Value (AUD),Variation 2 Grant Term Commencement,Variation 2 Grant Term Termination,Variation 2 Grant Value (AUD),Variation 3 Grant Term Commencement,Variation 3 Grant Term Termination,Variation 3 Grant Value (AUD),Variation 4 Grant Term Commencement,Variation 4 Grant Term Termination,Variation 4 Grant Value (AUD),Variation 5 Grant Term Commencement,Variation 5 Grant Term Termination,Variation 5 Grant Value (AUD),Variation 6 Grant Term Commencement,Variation 6 Grant Term Termination,Variation 6 Grant Value (AUD),Variation 7 Grant Term Commencement,Variation 7 Grant Term Termination,Variation 7 Grant Value (AUD),Variation 8 Grant Term Commencement,Variation 8 Grant Term Termination,Variation 8 Grant Value (AUD),Variation 9 Grant Term Commencement,Variation 9 Grant Term Termination,Variation 9 Grant Value (AUD)
GA4446,Child Nutrition and Wellbeing Program,Department of the Prime Minister and Cabinet,12-Dec-17,14-Mar-18,Indigenous Education,1-Jan-2018 to 31-Dec-2021,"3,371,457.38",No,No,PMC 17/18 2.2 Children and Schooling,Children and Schooling,Child Nutrition and Wellbeing Program,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-5YGBE1J,No,No,Ngaanyatjarra Pitjantjatjara Yankunytjatjara Womens Council,77 902 127 562,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA4446-V6 - Decrease of the grant value. (4-Nov-2021 )', 'GA4446-V5 - Increase of the grant value. (27-Oct-2021 )', 'GA4446-V4 - Increase of the grant value. (27-Sep-2021 )', 'GA4446-V3 - Decrease of the grant value. (9-Mar-2021 )', 'GA4446-V2 - Extension to the grant term. (11-Feb-2019 )', 'GA4446-V1 - Increase of the grant value. (21-Jan-2019 )']",Closed Non-Competitive,,,,,,,1-Jan-18,31-Dec-18,"3,350,116.22",1-Jan-18,31-Dec-21,"3,350,116.22",1-Jan-18,31-Dec-21,"3,311,295.74",1-Jan-18,31-Dec-21,"3,371,457.38",1-Jan-18,31-Dec-21,"3,371,457.41",1-Jan-18,31-Dec-21,"3,371,457.38",,,,,,,,,
GA49484,"Community Night Patrols in Minjilang, Warruwi, Gunbalanya",Department of the Prime Minister and Cabinet,21-May-18,17-Jun-19,Indigenous Communities,1-Jul-2018 to 30-Jun-2021,"2,726,115.18",No,No,PMC 18/19 2.3 Safety and Wellbeing,Safety and Wellbeing,"Community Night Patrols in Minjilang, Warruwi, Gunbalanya","Strategic activities that are about ensuring the ordinary law of the land applies in Indigenous communities, and that Indigenous people enjoy similar levels of physical, emotional and social wellbeing enjoyed by other Australians.",4-B2WAUQP,No,No,West Arnhem Regional Council,45 065 336 873,JABIRU,JABIRU,886,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA49484-V4 - Increase of the grant value. (4-Nov-2021 )', 'GA49484-V3 - Decrease of the grant value. (27-Oct-2021 )', 'GA49484-V2 - Increase of the grant value. (22-Jun-2020 )', 'GA49484-V1 - Decrease of the grant value. (5-Aug-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-21,"2,251,115.18",1-Jul-18,30-Jun-21,"2,726,115.18",1-Jul-18,30-Jun-21,"2,726,115.13",1-Jul-18,30-Jun-21,"2,726,115.18",,,,,,,,,,,,,,,
GA49493,Mardbulk Arts and Craft Centre Staff Housing - ABA Arts Infrastructure...,Department of the Prime Minister and Cabinet,8-Jan-09,17-Jun-19,Indigenous Communities,5-Dec-2018 to 31-Dec-2021,"502,150.00",No,No,PMC 18/19 Aboriginal Benefit Account Special Account,"Jobs, Land and Economy (Aboriginals Benefit Account Special Account)",Mardbulk Arts and Craft Centre Staff Housing - ABA Arts Infrastructure Project,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-A7458XX,No,No,Arnhem Northern and Kimberley Artists Aboriginal Corporation - ANKA                            Original,11 745 507 928,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA49493-V4 - Increase of the grant value. (23-Nov-2020 )', 'GA49493-V3 - Extension to the grant term. (24-Aug-2020 )', 'GA49493-V2 - Increase of the grant value. (6-Jul-2020 )', 'GA49493-V1 - Decrease of the grant value. (3-Jun-2020 )']",Open Competitive,,,,,,,5-Dec-18,31-Oct-19,"220,000.00",5-Dec-18,31-Oct-19,"456,500.00",5-Dec-18,31-Dec-21,"456,500.00",5-Dec-18,31-Dec-21,"502,150.00",,,,,,,,,,,,,,,
GA49495,CS Pastorial Pty Ltd - Machinery leasing,Department of the Prime Minister and Cabinet,28-Aug-18,17-Jun-19,Indigenous Employment and Business,21-May-2019 to 30-Jun-2021,"202,400.00",No,No,PMC 18/19 2.1 Jobs Land and Economy,"Jobs, Land and Economy",CS Pastorial Pty Ltd - Machinery leasing,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-A3XVQTU,No,No,CS Pastorial Pty Limited,55 609 017 521,BORROLOOLA,BORROLOOLA,854,NT,AUSTRALIA,NT,,AUSTRALIA,GA49495-V1 - Extension to the grant term. (9-Nov-2020 ),Open Competitive,,,,,,,21-May-19,30-Jun-21,"202,400.00",,,,,,,,,,,,,,,,,,,,,,,,
GA49500,Headstone Project,Department of the Prime Minister and Cabinet,4-Dec-18,17-Jun-19,Indigenous Employment and Business,15-Mar-2019 to 31-Dec-2020,"251,900.00",No,No,PMC 18/19 2.1 Jobs Land and Economy,Aboriginals Benefit Account,Headstone Project,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-AZQ4EXJ,No,No,Tennant Creek Mob Aboriginal Corporation,27 931 960 928,TENNANT CREEK,TENNANT CREEK,860,NT,AUSTRALIA,NT,,AUSTRALIA,GA49500-V1 - Extension to the grant term. (9-Jun-2020 ),Open Competitive,,,,,,,15-Mar-19,31-Dec-20,"251,900.00",,,,,,,,,,,,,,,,,,,,,,,,
GA49708,East Arnhem Regional Council Battle of the Bands,National Indigenous Australians Agency,28-Mar-19,17-Jun-19,Indigenous Arts and Culture,1-Jul-2019 to 31-Dec-2021,"60,000.00",No,No,NIAA 19/20 2.4 Culture and Capability,Culture and Capability,East Arnhem Regional Council Battle of the Bands,"Strategic activities to support Indigenous Australians to maintain their culture, participate equally in the economic and social life of the nation and that Indigenous organisations are capable of delivering quality services to their clients.",4-BD4DJ0F,No,No,East Arnhem Regional Council,92 334 301 078,NHULUNBUY,NHULUNBUY,880,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA49708-V2 - Extension to the grant term. (6-Apr-2021 )', 'GA49708-V1 - Extension to the grant term. (11-May-2020 )']",Closed Non-Competitive,,,,,,,1-Jul-19,30-Jun-21,"60,000.00",1-Jul-19,31-Dec-21,"60,000.00",,,,,,,,,,,,,,,,,,,,,
GA49777,Belyuen Cultural Program,National Indigenous Australians Agency,18-Mar-19,17-Jun-19,Indigenous Arts and Culture,1-Jul-2019 to 30-Jun-2022,"375,158.33",No,No,NIAA 19/20 2.4 Culture and Capability,Indigenous Culture Programme,Belyuen Cultural Program,"Strategic activities to support Indigenous Australians to maintain their culture, participate equally in the economic and social life of the nation and that Indigenous organisations are capable of delivering quality services to their clients.",4-BA57A7S,No,No,Belyuen Community Government Council,88 194 280 330,COX PENINSULA,COX PENINSULA,822,NT,AUSTRALIA,NT,,AUSTRALIA,GA49777-V1 - Decrease of the grant value. (1-Mar-2021 ),Closed Non-Competitive,,,,,,,1-Jul-19,30-Jun-22,"375,158.33",,,,,,,,,,,,,,,,,,,,,,,,
GA50399,Money Support Hub,Department of Social Services,25-Sep-18,18-Jun-19,Community Development,17-Jun-2019 to 30-Jun-2023,"3,966,739.34",No,No,DSS 18/19 DSS Output 2.1 Families and Communities,Money Support Hubs,Money Support Hub,"Financial Counselling, Capability and Resilience in Income Management Hubs",4-B56NHMR,No,No,Money Mob Talkabout Limited,11 609 278 677,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA50399-V5 - Change to End Date (14-Apr-2021 )', 'GA50399-V4 - Increase in funding (24-Mar-2021 )', 'GA50399-V3 - Increase in funding (17-Dec-2020 )', 'GA50399-V2 - Change to End Date (29-Jun-2020 )', 'GA50399-V1 - Increase in funding (2-Jan-2020 )']",Targeted or Restricted Competitive,,,,,,,17-Jun-19,30-Jun-20,"836,550.00",17-Jun-19,30-Jun-21,"1,939,289.72",17-Jun-19,30-Jun-21,"1,962,551.42",17-Jun-19,30-Jun-21,"3,966,739.34",17-Jun-19,30-Jun-23,"3,966,739.34",,,,,,,,,,,,
GA5055,Indigenous Cadetships,Department of the Prime Minister and Cabinet,19-Dec-17,9-Apr-18,Indigenous Employment and Business,1-Jan-2018 to 30-Dec-2020,"492,610.00",No,No,PMC 17/18 2.1 Jobs Land and Economy,"Jobs, Land and Economy",Indigenous Cadetships,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",84388252,No,No,Central Australian Aboriginal Congress,76 210 591 710,ALICE SPRINGS,ALICE SPRINGS,871,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA5055-V2 - Increase of the grant value. (16-Mar-2020 )', 'GA5055-V1 - Increase of the grant value. (20-Feb-2020 )']",Open Non-competitive,,,,,,,1-Jan-18,30-Dec-20,"436,330.00",1-Jan-18,30-Dec-20,"492,610.00",,,,,,,,,,,,,,,,,,,,,
GA51076,Indigenous Capital,Department of Health,9-Apr-19,20-Jun-19,Indigenous Health,23-May-2019 to 31-Oct-2021,"3,025,000.00",No,No,DoH 21/22 Hlth Output 1.3 Aboriginal and Torres Strait Islander Health,CAPITAL - Indigenous Capital,Indigenous Capital,Indigenous Primary Health Care Capital Works,4-BJOMOH4,No,No,Miwatj Health Aboriginal Corporation,96 843 428 729,NHULUNBUY,NHULUNBUY,881,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA51076-V2 - Change to End Date (30-Jul-2021 )', 'GA51076-V1 - Change to End Date (7-May-2020 )']",Targeted or Restricted Competitive,,,,,,,23-May-19,1-Jun-21,"3,025,000.00",23-May-19,31-Oct-21,"3,025,000.00",,,,,,,,,,,,,,,,,,,,,
GA51141,Indigenous Capital - Service and Maintenance,Department of Health,26-Mar-19,20-Jun-19,Indigenous Health,14-Jun-2019 to 30-Jun-2021,"322,412.39",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Indigenous Capital - Service and Maintenance,Indigenous Capital - Service and Maintenance,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B5OMM3T,No,No,Marthakal Homelands and Resource Centre Aboriginal Corporation,17 397 988 374,GALIWINKU,GALIWINKU,822,NT,AUSTRALIA,NT,,AUSTRALIA,GA51141-V1 - Change to End Date (26-Aug-2020 ),Targeted or Restricted Competitive,,,,,,,14-Jun-19,30-Jun-21,"322,412.39",,,,,,,,,,,,,,,,,,,,,,,,
GA51148,Indigenous Capital - Service and Maintenance,Department of Health,26-Mar-19,20-Jun-19,Indigenous Health,13-Jun-2019 to 30-Jun-2021,"197,377.40",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Indigenous Capital - Service and Maintenance,Indigenous Capital - Service and Maintenance,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B5EWL0E,No,No,Miwatj Health Aboriginal Corporation,96 843 428 729,NHULUNBUY,NHULUNBUY,881,NT,AUSTRALIA,NT,,AUSTRALIA,GA51148-V1 - Change to End Date (26-Aug-2020 ),Targeted or Restricted Competitive,,,,,,,13-Jun-19,30-Jun-21,"197,377.40",,,,,,,,,,,,,,,,,,,,,,,,
GA51657,Business Growth Grant,"Department of Industry, Science, Energy and Resources",28-May-19,24-Jun-19,Industry Innovation,24-Jun-2019 to 13-Nov-2021,"22,000.00",No,No,"DISER 18/19 Growing innovative & competitive bus, industries & regions",Entrepreneurs' Programme – Business Management,Business Growth Grant,A Business Growth Grant has been awarded to undertake strategic business activities.,BGG000657,No,No,WILKINSON ENGINEERING PTY LTD,83 155 343 105,PINELANDS,MARLOW LAGOON,830,NT,AUSTRALIA,NT,830,AUSTRALIA,GA51657-V1 - Extend end date; funds to 21/22GL (8-Jul-2020 ),Demand Driven,GO111,Entrepreneurs' Programme - Growth Grants,,,,,24-Jun-19,13-Nov-21,"22,000.00",,,,,,,,,,,,,,,,,,,,,,,,
GA51712,Warriors Walk,Department of the Prime Minister and Cabinet,5-Jun-19,25-Jun-19,Indigenous Arts and Culture,13-Jun-2019 to 31-Dec-2021,"33,517.00",No,No,PMC 18/19 2.4 Culture and Capability,Culture and Capability,Warriors Walk,"Strategic activities to support Indigenous Australians to maintain their culture, participate equally in the economic and social life of the nation and that Indigenous organisations are capable of delivering quality services to their clients.",4-BIAZTAI,No,No,Gong-Dal Aboriginal Corporation,80 385 858 496,GAPUWIYAK,GAPUWIYAK,880,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA51712-V2 - Extension to the grant term. (14-Dec-2020 )', 'GA51712-V1 - Extension to the grant term. (12-Nov-2020 )']",Closed Non-Competitive,,,,,,,13-Jun-19,30-Dec-21,"33,517.00",13-Jun-19,31-Dec-21,"33,517.00",,,,,,,,,,,,,,,,,,,,,
GA51719,LED Solar Lights Maningrida,Department of the Prime Minister and Cabinet,11-Jun-19,25-Jun-19,Indigenous Communities,12-Jun-2019 to 30-Jun-2020,"43,636.36",No,No,PMC 18/19 2.3 Safety and Wellbeing,Safety and Wellbeing,LED Solar Lights Maningrida,"Strategic activities that are about ensuring the ordinary law of the land applies in Indigenous communities, and that Indigenous people enjoy similar levels of physical, emotional and social wellbeing enjoyed by other Australians.",4-BJABWR3,No,No,West Arnhem Regional Council,45 065 336 873,JABIRU,JABIRU,886,NT,AUSTRALIA,NT,,AUSTRALIA,GA51719-V1 - Extension to the grant term. (20-Feb-2020 ),Closed Non-Competitive,,,,,,,12-Jun-19,30-Jun-20,"43,636.36",,,,,,,,,,,,,,,,,,,,,,,,
GA51723,Contribution towards purchase and relocation of Multipurpose Co-learning...,Department of the Prime Minister and Cabinet,5-Jun-19,25-Jun-19,Indigenous Communities,13-Jun-2019 to 30-Jun-2021,"33,000.00",No,No,PMC 18/19 2.5 Remote Australia Strategy,Remote Australia Strategy,Contribution towards purchase and relocation of Multipurpose Co-learning / Working space,"Strategic investment that supports the provision of infrastructure, housing, telecommunications and home ownership in remote Indigenous communities, as well as the development of local and regional place-based approaches.",4-BI4PLEH,No,No,Gong-Dal Aboriginal Corporation,80 385 858 496,GAPUWIYAK,GAPUWIYAK,880,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA51723-V3 - Reduction to the grant term. (30-Nov-2020 )', 'GA51723-V2 - Extension to the grant term. (23-Nov-2020 )', 'GA51723-V1 - Reduction to the grant term. (12-Nov-2020 )']",Closed Non-Competitive,,,,,,,13-Jun-19,30-Jun-20,"33,000.00",13-Jun-19,31-Oct-21,"33,000.00",13-Jun-19,30-Jun-21,"33,000.00",,,,,,,,,,,,,,,,,,
GA51908,Brokerage Services,Department of Health,18-Mar-19,25-Jun-19,Indigenous Health,17-Jun-2019 to 30-Jun-2022,"1,604,390.70",Yes,No,DoH 21/22 Hlth Output 1.3 Aboriginal and Torres Strait Islander Health,Brokerage Services,Brokerage Services,Facilitate and improve access to and the use of primary health care professionals and services for Aboriginal and Torres Strait Islander people and their families in urban areas,4-BGXW2XV,No,No,Sunrise Health Service Aboriginal Corporation,26 778 213 582,KATHERINE,KATHERINE,850,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA51908-V2 - Change to End Date (18-Oct-2021 )', 'GA51908-V1 - Change to End Date (7-Sep-2020 )']",,,,,,,,17-Jun-19,31-May-21,"1,604,390.70",17-Jun-19,30-Jun-22,"1,604,390.70",,,,,,,,,,,,,,,,,,,,,
GA51959,Indigenous Capital - Service and Maintenance,Department of Health,26-Mar-19,25-Jun-19,Indigenous Health,20-Jun-2019 to 30-Jun-2021,"286,304.70",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Indigenous Capital - Service and Maintenance,Indigenous Capital - Service and Maintenance,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B53OAQV,No,No,Ampilatwatja Health Centre Aboriginal Corp,61 426 053 586,VIA ALICE SPRINGS,VIA ALICE SPRINGS,872,NT,AUSTRALIA,NT,,AUSTRALIA,GA51959-V1 - Change to End Date (26-Aug-2020 ),Targeted or Restricted Competitive,,,,,,,20-Jun-19,30-Jun-21,"286,304.70",,,,,,,,,,,,,,,,,,,,,,,,
GA51968,Indigenous Capital - Service and Maintenance,Department of Health,26-Mar-19,25-Jun-19,Indigenous Health,22-Jun-2019 to 30-Jun-2021,"86,612.37",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Indigenous Capital - Service and Maintenance,Indigenous Capital - Service and Maintenance,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B5OMMC7,No,No,Pintupi Homelands Health Service (Aboriginal Corporation),56 005 261 226,KINTORE,KINTORE,872,NT,AUSTRALIA,NT,,AUSTRALIA,GA51968-V1 - Change to End Date (26-Aug-2020 ),Targeted or Restricted Competitive,,,,,,,22-Jun-19,30-Jun-21,"86,612.37",,,,,,,,,,,,,,,,,,,,,,,,
GA52212,Operation of the Wadeye Boarding Facility,National Indigenous Australians Agency,9-Apr-19,26-Jun-19,Indigenous Education,1-Jul-2019 to 31-Dec-2021,"4,581,399.82",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,Operation of the Wadeye Boarding Facility,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-BH4UM5P,No,No,Aboriginal Hostels Limited,47 008 504 587,PHILLIP,PHILLIP,2606,ACT,AUSTRALIA,"ACT, NT",Multiple,AUSTRALIA,"['GA52212-V6 - Decrease of the grant value. (22-Nov-2021 )', 'GA52212-V5 - Decrease of the grant value. (4-Nov-2021 )', 'GA52212-V4 - Increase of the grant value. (27-Oct-2021 )', 'GA52212-V3 - Increase of the grant value. (18-May-2021 )', 'GA52212-V2 - Decrease of the grant value. (10-May-2021 )', 'GA52212-V1 - Decrease of the grant value. (6-Apr-2020 )']",Closed Non-Competitive,,,,,,,1-Jul-19,31-Dec-21,"5,179,793.88",1-Jul-19,31-Dec-21,"4,080,869.90",1-Jul-19,31-Dec-21,"5,179,793.88",1-Jul-19,31-Dec-21,"5,179,793.92",1-Jul-19,31-Dec-21,"5,179,793.88",1-Jul-19,31-Dec-21,"4,581,399.82",,,,,,,,,
GA52236,Continuing Ancient Languages (Part II),"Department of Infrastructure, Transport, Regional Development and Communications",20-Jun-19,26-Jun-19,Humanities,21-Jun-2019 to 30-Jun-2021,"109,994.50",No,No,ITCRD 18/19 2.1,Indigenous Languages and Arts Program,Continuing Ancient Languages (Part II),"To produce an album of important Yirritja songlines, including women’s songs, to continue the work of two previous ILA projects; Ancient Languages, New Sounds and Ancient Languages, New Skills.",ILAO1900299,No,No,Aboriginal Resource and Development Services Aboriginal Corporation,24 609 472 742,Nhulunbuy,Nhulunbuy,880,NT,AUSTRALIA,NT,,AUSTRALIA,"GA52236-V1 - Variation to extend end date, due to COVID-19. (20-Apr-2021 )",Open Competitive,,,,,,,21-Jun-19,30-Jun-21,"109,994.50",,,,,,,,,,,,,,,,,,,,,,,,
GA52606,ASRAC CBIRS Fee for Service Support,Department of the Prime Minister and Cabinet,1-Apr-19,2-Jul-19,Indigenous Employment and Business,15-May-2019 to 31-Dec-2021,"345,422.00",No,No,PMC 18/19 2.1 Jobs Land and Economy,"Jobs, Land and the Economy",ASRAC CBIRS Fee for Service Support,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-BLPLLDK,No,No,Arafura Swamp Rangers Aboriginal Corporation,95 826 121 536,RAMININGING,RAMININGING,822,NT,AUSTRALIA,NT,,AUSTRALIA,GA52606-V1 - Extension to the grant term. (16-Aug-2021 ),Closed Non-Competitive,,,,,,,15-May-19,31-Dec-21,"345,422.00",,,,,,,,,,,,,,,,,,,,,,,,
