Column1,Community Name,Community ID,Aliases,Local Government,Main Language,Land Council,Other Languages,Electorate,Population,Longitude,Latitude,Location
81,Wuppa - Town Camp,684,Wappa,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,87,134.199,-19.637,"TOWN OF TENNANT CREEK., Town Camp"
611,Wurankuwu - Minor,868,Ranku,Tiwi Islands,Not recorded,Tiwi Land Council,Not recorded,Arafura,35,130.278,-11.617,APPROX 60 km FROM NGUIU
582,Wurdeja - Family Outstation,437,Wudeja,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,18,134.661,-12.171,110 km S/E OF MANINGRIDA
162,Wurlbu - Family Outstation,817,Oolbough and Wulbu,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,7,136.284,-16.075,5 km FROM BORROLOOLA
377,Wurrumenbumanja - Family Outstation,565,"Leske Pools, Leskie Pools, Wurrumenbumandja and Wurrumenbumantja",East Arnhem,Not recorded,Anindilyakwa Land Council,Not recorded,Arnhem,,136.516,-14.138,25 Km N OF ANGURUGU
283,Wurrumiyanga - Major,400,"Arsy, Bathurst Island and Nguiu",Tiwi Islands,Tiwi (Modern and Traditional),Tiwi Land Council,Not recorded,Arafura,1837,130.637,-11.758,"Wurrumiyanga is located on Bathurst Island, north of Darwin at the southern entrance to the Apsley Strait."
47,Wurwula - Family Outstation,548,"Inglis Island, Nikawungyura, Niykala and Nyekala",East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,,136.303,-11.976,Approximately 80km south east of Galiwinku on the eastern tip of Inglis Island.
252,Wutunugurra - Major,227,"Epenarra, Wetenngerr, Wuttunugurr and Wutunurrgura",Barkly,Alyawarr,Central Land Council,Not recorded,Barkly,195,135.252,-20.462,"Wutunugurra is located south east of Tennant Creek, on the western side of the Frew River on a Community Living Area within the Epenarra Pastoral Property."
471,Wuyagiba - Family Outstation,567,Wiyagiba and Wiyakipa,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,30,135.52,-14.621,100 KL SOUTH OF NUMBULAR
775,Yakala - Family Outstation,984,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.664,-23.887,"NT POR 2074,  14 KMS NW BY ROAD FROM HERMANNSBURG CREATED 1/5/01 ON ADVICE FROM TJUWANPA"
111,Yalukun - Family Outstation,864,Yalakun and Yalliquin,East Arnhem,Not recorded,Northern Land Council,Not recorded,Arnhem,5,136.006,-12.263,51km from Gapuwiyak
388,Yaminyi - Family Outstation,796,Yamini,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,134.357,-12.79,
499,Yanbakwa - Family Outstation,573,"Yanbagwa, Yenbagwa, Yenbakwa and Yenbakway",East Arnhem,Not recorded,Anindilyakwa Land Council,Not recorded,Arnhem,5,136.456,-14.217,32 Km FROM ANGURUGU
226,Yangulinyina - Family Outstation,218,"Bidida, Calvert Hills and Surprise Creek",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,5,137.209,-16.889,157 km E BORROLOOLA
327,Yanungbi - Family Outstation,569,Yangumbi and Yangunbi,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,5,136.658,-12.28,60 km FROM YIRRKALA
447,Yanyula - Town Camp,278,Borroloola Town Camp and Yanula,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,151,136.308,-16.061,
303,Yarralin - Major,658,,Victoria Daly,Ngarinyman / Kriol,Northern Land Council,Not recorded,Gwoja,344,130.883,-16.448,Yarralin is located on the banks of the Wickham River south west of Katherine on the Ngalkarrang-Wulngann Aboriginal Land Trust surrounded by the Victoria River Downs Pastoral Property.
570,Yartalu Yartalu - Family Outstation,939,"Bogardee, Granites, The Granites and Yardulyuyardulyu",Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,7,130.355,-20.573,
511,Yatemans Bore - Family Outstation,194,"Irrandi, Irriandi and Yateman's Bore",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,131.614,-23.686,100K WEST OF H'BURG
134,Yathalamarra - Minor,571,Yathalamara and Yathalmarra,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,59,134.922,-12.274,10 km FROM RAMINGINING
764,Yatjalu - Family Outstation,191,Yajalu,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,131.162,-22.406,
74,Yederr - Family Outstation,719,,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.722,-14.02,"Approx 50 km north east by road of Port Keats.
G.P.S coordinates are 14 deg 01' 10""S & 129 deg 43' 19""E, 45 km NNW  PT. KEATS"
601,Yedikba - Family Outstation,572,Emerald River,East Arnhem,Not recorded,Anindilyakwa Land Council,Not recorded,Arnhem,10,136.457,-14.081,12 Km FROM ANGURUGU
620,Yikarrakkal - Family Outstation,797,Kubumi and Yikarrakal,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,10,134.111,-12.504,
138,Yilan - Family Outstation,303,"Bunbawa, Mu-Ganarra, Muganarra, Murganarra and Y'lan",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,38,134.622,-12.043,127 km EAST OF MANINGRIDA
236,Yilila - Family Outstation,898,,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,12,135.913,-13.682,
542,Yimidarra - Family Outstation,574,"Policeman's Crossing, Wandu and Yimidarri",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,12,135.565,-14.218,
322,Yinguwunarri - Family Outstation,659,"Montejinni, Old Top Springs, Top Springs, Wanarr and Yingawinarri",Victoria Daly,Not recorded,Northern Land Council,Not recorded,Gwoja,,131.824,-16.609,"Yinguwanarri, also know as Inganawi or Old Top Springs, is located approx 134km south Yarralin., Road access is via the Yarralin - TopSprings Road for 120km then along Dunmarra road. Access to Yinguwanarri is possible most of the year."
286,Yinyikay - Family Outstation,999,"Nyinikay, Nyinyikay, Rhodes Point and Rhodes Point",East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,13,136.229,-12.21,"Approximately 7km west of Rorruwuy.
Community has it's own landing ground."
251,Yinyiripalangu - Family Outstation,195,Ethel Creek and Ngari-Palya,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,130.206,-22.21,OUTSTATION OF YUENDUMU
393,Yirra Bandoo - Family Outstation,1002,Elizabeth River and Virginia,Litchfield,Not recorded,Northern Land Council,Not recorded,Goyder,,131.022,-12.573,695 Hundred of Strangways
770,Yirringa - Family Outstation,575,Drysdale Island,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,,136.026,-11.645,Approximately 60 km north of Galiwinku on the north eastern tip of Drysdale Island.
553,Yirrkala - Major,576,,East Arnhem,Yolngu Matha(Djambarrpuyngu),Northern Land Council,Not recorded,Mulka,951,136.892,-12.253,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.
87,Yudu Yudu - Family Outstation,672,Yuduyudu,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,10,136.637,-12.233,67 km FROM YIRRKALA
484,Yuelamu - Major,197,"Alpirakina, Alpirakinga, Mount Allan and Mount Allen",Central Desert,Anmatyerr / Warlpiri,Central Land Council,Not recorded,Gwoja,259,132.206,-22.258,Yuelamu is located north west of Alice Springs on the Yalpirakinu Aboriginal Land Trust south of Mount Denison Pastoral Property.
312,Yuendumu - Major,198,,Central Desert,Warlpiri,Central Land Council,Not recorded,Gwoja,892,131.795,-22.254,"Yuendumu is located on the edge of the Tanami Desert north west of Alice Springs on the Yuendumu Aboriginal Land Trust. The Land Trust boarders Mount Doreen, Mount Denison, Central Mount Wedge and Mount Allan Pastoral Properties."
558,Yulara - Town,20026,Yulura,Un-Incorporated (yulara),Not recorded,Central Land Council,Not recorded,Gwoja,,130.988,-25.241,The Town is located 340km WSW of Alice Springs.
273,Yulara Pulka - Family Outstation,863,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,130.891,-25.255,11kms west of Yulara village.
733,Yulbara - Family Outstation,1010,Ulbara and Ulbara Point,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,,137,-15.778,"Garrak-Jarru ATSIC region
 Vanderlin Island - NT Portion 1737"
666,Yumurrpa - Family Outstation,200,Caves Bore and Yumurlpa,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,130.78,-21.627,OUTSTATION OF YUENDUMU
753,Yuwalki - Family Outstation,196,"Mt.David Bore, Ualki and Yualtji",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.539,-23.563,"-23. 33' 47""/129. 32' 21""

It is about 50 kms from  SE of Kintore , on either a direct road or 14 km in from the Nguman road."
350,Yuwerli - Family Outstation,123,"Bean Tree, Ngalikirlan and Ngalikirlangu",Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,131.651,-22.036,"25KMS NORTH OF YUENDUMU           '92 AT, 315KMS VIA YUENDUMU"
